"","id","experiment_id","channel_id","time","od_led","od_value","od_raw","od_repeats","intensity","flash","background","temperature","batchtime_h","od_corr","dilution"
"14185",14185,1,1,"2023-12-14",720,0.470806211233139,0.470806211233139,2,0,1017,1,29.7738761901855,222.25,0.545642371382149,0
"14186",14186,1,2,"2023-12-14",720,0.256691128015518,0.256691128015518,2,0,1665,1,29.7738761901855,222.25,0.271606914330867,1
"14187",14187,1,3,"2023-12-14",720,0.448571056127548,0.448571056127548,2,0,1075,1,29.7738761901855,222.25,0.513992574961556,0
"14188",14188,1,4,"2023-12-14",720,0.284506320953369,0.284506320953369,2,0,1568,1,29.7738761901855,222.25,0.303769129233668,0
"14189",14189,1,5,"2023-12-14",720,0.385330110788345,0.385330110788345,2,0,1231,1,29.7738761901855,222.25,0.428385670898284,0
"14190",14190,1,6,"2023-12-14",720,0.273128002882004,0.273128002882004,2,0,1600,1,29.7738761901855,222.25,0.290507389961386,1
"14191",14191,1,7,"2023-12-14",720,0.435728549957275,0.435728549957275,2,0,1101,1,29.7738761901855,222.25,0.496092611365887,0
"14192",14192,1,8,"2023-12-14",720,0.215506479144096,0.215506479144096,2,0,1822,1,29.7738761901855,222.25,0.225496060556524,NA
"14193",14193,1,1,"2023-12-14 00:15:00",680,0.611885726451874,0.611885726451874,2,0,733,1,30.2755088806152,222.5,0.594380262523004,NA
"14194",14194,1,2,"2023-12-14 00:15:00",680,0.358136832714081,0.358136832714081,2,0,1321,1,30.2755088806152,222.5,0.330288215841841,NA
"14195",14195,1,3,"2023-12-14 00:15:00",680,0.60962325334549,0.60962325334549,2,0,741,1,30.2755088806152,222.5,0.591842034747018,NA
"14196",14196,1,4,"2023-12-14 00:15:00",680,0.388940632343292,0.388940632343292,2,0,1220,1,30.2755088806152,222.5,0.360347071664339,NA
"14197",14197,1,5,"2023-12-14 00:15:00",680,0.657064497470856,0.657064497470856,2,0,662,1,30.2755088806152,222.5,0.645845129895994,NA
"14198",14198,1,6,"2023-12-14 00:15:00",680,0.450613707304001,0.450613707304001,2,0,1065,1,30.2755088806152,222.5,0.422055370357768,NA
"14199",14199,1,7,"2023-12-14 00:15:00",680,0.685676395893097,0.685676395893097,2,0,618,1,30.2755088806152,222.5,0.679228270284442,NA
"14200",14200,1,8,"2023-12-14 00:15:00",680,0.373977243900299,0.373977243900299,2,0,1264,1,30.2755088806152,222.5,0.345685003963976,NA
"14201",14201,1,1,"2023-12-14 00:15:00",720,0.468249052762985,0.468249052762985,2,0,1023,1,30.2755088806152,222.5,0.54195906834319,0
"14202",14202,1,2,"2023-12-14 00:15:00",720,0.258521974086761,0.258521974086761,2,0,1658,1,30.2755088806152,222.5,0.273697496480337,1
"14203",14203,1,3,"2023-12-14 00:15:00",720,0.44938051700592,0.44938051700592,2,0,1073,1,30.2755088806152,222.5,0.515129998542203,0
"14204",14204,1,4,"2023-12-14 00:15:00",720,0.283952385187149,0.283952385187149,2,0,1570,1,30.2755088806152,222.5,0.303120044627919,0
"14205",14205,1,5,"2023-12-14 00:15:00",720,0.384624511003494,0.384624511003494,2,0,1233,1,30.2755088806152,222.5,0.42746522591022,0
"14206",14206,1,6,"2023-12-14 00:15:00",720,0.27204293012619,0.27204293012619,2,0,1604,1,30.2755088806152,222.5,0.289250422923279,1
"14207",14207,1,7,"2023-12-14 00:15:00",720,0.445712834596634,0.445712834596634,2,0,1076,1,30.2755088806152,222.5,0.509985089876967,0
"14208",14208,1,8,"2023-12-14 00:15:00",720,0.226373434066772,0.226373434066772,2,0,1777,1,30.2755088806152,222.5,0.237498367010479,NA
"14209",14209,1,1,"2023-12-14 00:30:00",680,0.612479448318481,0.612479448318481,2,0,732,1,30.0247001647949,222.75,0.595046954798949,NA
"14210",14210,1,2,"2023-12-14 00:30:00",680,0.355185776948929,0.355185776948929,2,0,1330,1,30.0247001647949,222.75,0.32743365595219,NA
"14211",14211,1,3,"2023-12-14 00:30:00",680,0.607282042503357,0.607282042503357,2,0,745,1,30.0247001647949,222.75,0.589219319183839,NA
"14212",14212,1,4,"2023-12-14 00:30:00",680,0.390368044376373,0.390368044376373,2,0,1216,1,30.0247001647949,222.75,0.361751840529297,NA
"14213",14213,1,5,"2023-12-14 00:30:00",680,0.657722055912018,0.657722055912018,2,0,661,1,30.0247001647949,222.75,0.646605343455464,NA
"14214",14214,1,6,"2023-12-14 00:30:00",680,0.449798136949539,0.449798136949539,2,0,1067,1,30.0247001647949,222.75,0.421225348030205,NA
"14215",14215,1,7,"2023-12-14 00:30:00",680,0.680081605911255,0.680081605911255,2,0,626,1,30.0247001647949,222.75,0.672651080682698,NA
"14216",14216,1,8,"2023-12-14 00:30:00",680,0.371918976306915,0.371918976306915,2,0,1270,1,30.0247001647949,222.75,0.343677214198133,NA
"14217",14217,1,1,"2023-12-14 00:30:00",720,0.467824250459671,0.467824250459671,2,0,1024,1,30.0247001647949,222.75,0.5413482948296,0
"14218",14218,1,2,"2023-12-14 00:30:00",720,0.256430238485336,0.256430238485336,2,0,1666,1,30.0247001647949,222.75,0.271309307907032,1
"14219",14219,1,3,"2023-12-14 00:30:00",720,0.446956545114517,0.446956545114517,2,0,1079,1,30.0247001647949,222.75,0.511727205702299,0
"14220",14220,1,4,"2023-12-14 00:30:00",720,0.285061001777649,0.285061001777649,2,0,1566,1,30.0247001647949,222.75,0.304419445227307,0
"14221",14221,1,5,"2023-12-14 00:30:00",720,0.385330110788345,0.385330110788345,2,0,1231,1,30.0247001647949,222.75,0.428385670898284,0
"14222",14222,1,6,"2023-12-14 00:30:00",720,0.271230906248093,0.271230906248093,2,0,1607,1,30.0247001647949,222.75,0.288310628605976,1
"14223",14223,1,7,"2023-12-14 00:30:00",720,0.442091941833496,0.442091941833496,2,0,1085,1,30.0247001647949,222.75,0.504927820468344,0
"14224",14224,1,8,"2023-12-14 00:30:00",720,0.223691880702972,0.223691880702972,2,0,1788,1,30.0247001647949,222.75,0.234526114441756,NA
"14225",14225,1,1,"2023-12-14 00:45:00",680,0.611292839050293,0.611292839050293,2,0,734,1,29.7629661560059,223,0.593714759015865,NA
"14226",14226,1,2,"2023-12-14 00:45:00",680,0.356494873762131,0.356494873762131,2,0,1326,1,29.7629661560059,223,0.32869941659631,NA
"14227",14227,1,3,"2023-12-14 00:45:00",680,0.607282042503357,0.607282042503357,2,0,745,1,29.7629661560059,223,0.589219319183839,NA
"14228",14228,1,4,"2023-12-14 00:45:00",680,0.390368044376373,0.390368044376373,2,0,1216,1,29.7629661560059,223,0.361751840529297,NA
"14229",14229,1,5,"2023-12-14 00:45:00",680,0.6564080119133,0.6564080119133,2,0,663,1,29.7629661560059,223,0.645086481567525,NA
"14230",14230,1,6,"2023-12-14 00:45:00",680,0.452249497175217,0.452249497175217,2,0,1061,1,29.7647838592529,223,0.423721314023127,NA
"14231",14231,1,7,"2023-12-14 00:45:00",680,0.682171225547791,0.682171225547791,2,0,623,1,29.7647838592529,223,0.675104783226215,NA
"14232",14232,1,8,"2023-12-14 00:45:00",680,0.368849754333496,0.368849754333496,2,0,1279,1,29.7647838592529,223,0.340687266908711,NA
"14233",14233,1,1,"2023-12-14 00:45:00",720,0.469099760055542,0.469099760055542,2,0,1021,1,29.7629661560059,223,0.543183148012226,0
"14234",14234,1,2,"2023-12-14 00:45:00",720,0.257998079061508,0.257998079061508,2,0,1660,1,29.7629661560059,223,0.273098907937808,1
"14235",14235,1,3,"2023-12-14 00:45:00",720,0.448166877031326,0.448166877031326,2,0,1076,1,29.7629661560059,223,0.51342504936618,0
"14236",14236,1,4,"2023-12-14 00:45:00",720,0.285616308450699,0.285616308450699,2,0,1564,1,29.7629661560059,223,0.30507085470092,0
"14237",14237,1,5,"2023-12-14 00:45:00",720,0.38497719168663,0.38497719168663,2,0,1232,1,29.7647838592529,223,0.427925201365527,0
"14238",14238,1,6,"2023-12-14 00:45:00",720,0.272856473922729,0.272856473922729,2,0,1601,1,29.7647838592529,223,0.2901927214397,1
"14239",14239,1,7,"2023-12-14 00:45:00",720,0.443697512149811,0.443697512149811,2,0,1081,1,29.7647838592529,223,0.507167619060009,0
"14240",14240,1,8,"2023-12-14 00:45:00",720,0.220061615109444,0.220061615109444,2,0,1803,1,29.7647838592529,223,0.230513365407228,NA
"14241",14241,1,1,"2023-12-14 01:00:00",680,0.610109508037567,0.610109508037567,2,0,736,1,30.2755088806152,223.25,0.592387246535979,NA
"14242",14242,1,2,"2023-12-14 01:00:00",680,0.357150912284851,0.357150912284851,2,0,1324,1,30.2755088806152,223.25,0.329334055556805,NA
"14243",14243,1,3,"2023-12-14 01:00:00",680,0.605534374713898,0.605534374713898,2,0,748,1,30.2755088806152,223.25,0.587264057802604,NA
"14244",14244,1,4,"2023-12-14 01:00:00",680,0.388940632343292,0.388940632343292,2,0,1220,1,30.2755088806152,223.25,0.360347071664339,NA
"14245",14245,1,5,"2023-12-14 01:00:00",680,0.655097901821136,0.655097901821136,2,0,665,1,30.2755088806152,223.25,0.643573460455303,NA
"14246",14246,1,6,"2023-12-14 01:00:00",680,0.450205743312836,0.450205743312836,2,0,1066,1,30.2755088806152,223.25,0.421640128846525,NA
"14247",14247,1,7,"2023-12-14 01:00:00",680,0.686380863189697,0.686380863189697,2,0,617,1,30.2755088806152,223.25,0.68005815797613,NA
"14248",14248,1,8,"2023-12-14 01:00:00",680,0.388664931058884,0.388664931058884,2,0,1222,1,30.2755088806152,223.25,0.360075867413175,NA
"14249",14249,1,1,"2023-12-14 01:00:00",720,0.466552585363388,0.466552585363388,2,0,1027,1,30.2755088806152,223.25,0.539521796428942,0
"14250",14250,1,2,"2023-12-14 01:00:00",720,0.257998079061508,0.257998079061508,2,0,1660,1,30.2755088806152,223.25,0.273098907937808,1
"14251",14251,1,3,"2023-12-14 01:00:00",720,0.446553856134415,0.446553856134415,2,0,1080,1,30.2755088806152,223.25,0.511162860133026,0
"14252",14252,1,4,"2023-12-14 01:00:00",720,0.284506320953369,0.284506320953369,2,0,1568,1,30.2755088806152,223.25,0.303769129233668,0
"14253",14253,1,5,"2023-12-14 01:00:00",720,0.383920043706894,0.383920043706894,2,0,1235,1,30.2755088806152,223.25,0.426546988185627,0
"14254",14254,1,6,"2023-12-14 01:00:00",720,0.271772116422653,0.271772116422653,2,0,1605,1,30.2755088806152,223.25,0.288936914691788,1
"14255",14255,1,7,"2023-12-14 01:00:00",720,0.446926474571228,0.446926474571228,2,0,1073,1,30.2755088806152,223.25,0.511685054193249,0
"14256",14256,1,8,"2023-12-14 01:00:00",720,0.235516831278801,0.235516831278801,2,0,1740,1,30.2755088806152,223.25,0.247686157072725,NA
"14257",14257,1,1,"2023-12-14 01:15:00",680,0.611292839050293,0.611292839050293,2,0,734,1,30.0028800964355,223.5,0.593714759015865,NA
"14258",14258,1,2,"2023-12-14 01:15:00",680,0.354532688856125,0.354532688856125,2,0,1332,1,30.0028800964355,223.5,0.326802502960018,NA
"14259",14259,1,3,"2023-12-14 01:15:00",680,0.604953348636627,0.604953348636627,2,0,749,1,30.0028800964355,223.5,0.586614496427291,NA
"14260",14260,1,4,"2023-12-14 01:15:00",680,0.388940632343292,0.388940632343292,2,0,1220,1,30.0028800964355,223.5,0.360347071664339,NA
"14261",14261,1,5,"2023-12-14 01:15:00",680,0.64925092458725,0.64925092458725,2,0,674,1,30.0028800964355,223.5,0.636836595908644,NA
"14262",14262,1,6,"2023-12-14 01:15:00",680,0.451430767774582,0.451430767774582,2,0,1063,1,30.0028800964355,223.5,0.422887297423436,NA
"14263",14263,1,7,"2023-12-14 01:15:00",680,0.678694069385529,0.678694069385529,2,0,628,1,30.0028800964355,223.5,0.671023652219111,NA
"14264",14264,1,8,"2023-12-14 01:15:00",680,0.384417504072189,0.384417504072189,2,0,1234,1,30.0028800964355,223.5,0.355902758267782,NA
"14265",14265,1,1,"2023-12-14 01:15:00",720,0.46739998459816,0.46739998459816,2,0,1025,1,30.0028800964355,223.5,0.540738606704197,0
"14266",14266,1,2,"2023-12-14 01:15:00",720,0.255908846855164,0.255908846855164,2,0,1668,1,30.0028800964355,223.5,0.270714756663435,1
"14267",14267,1,3,"2023-12-14 01:15:00",720,0.446151554584503,0.446151554584503,2,0,1081,1,30.0028800964355,223.5,0.510599327993817,0
"14268",14268,1,4,"2023-12-14 01:15:00",720,0.284229248762131,0.284229248762131,2,0,1569,1,30.0028800964355,223.5,0.303444420034715,0
"14269",14269,1,5,"2023-12-14 01:15:00",720,0.380764067173004,0.380764067173004,2,0,1244,1,30.0028800964355,223.5,0.422442255400524,0
"14270",14270,1,6,"2023-12-14 01:15:00",720,0.272313922643661,0.272313922643661,2,0,1603,1,30.0028800964355,223.5,0.289564220885516,1
"14271",14271,1,7,"2023-12-14 01:15:00",720,0.442091941833496,0.442091941833496,2,0,1085,1,30.0028800964355,223.5,0.504927820468344,0
"14272",14272,1,8,"2023-12-14 01:15:00",720,0.23153929412365,0.23153929412365,2,0,1756,1,30.0028800964355,223.5,0.243244089685894,NA
"14273",14273,1,1,"2023-12-14 01:30:00",680,0.609519004821777,0.609519004821777,2,0,737,1,29.7847862243652,223.75,0.591725168339067,NA
"14274",14274,1,2,"2023-12-14 01:30:00",680,0.355839818716049,0.355839818716049,2,0,1328,1,29.7847862243652,223.75,0.328065940875447,NA
"14275",14275,1,3,"2023-12-14 01:30:00",680,0.603793680667877,0.603793680667877,2,0,751,1,29.7847862243652,223.75,0.585318755513563,NA
"14276",14276,1,4,"2023-12-14 01:30:00",680,0.387873142957687,0.387873142957687,2,0,1223,1,29.7847862243652,223.75,0.359297216443009,NA
"14277",14277,1,5,"2023-12-14 01:30:00",680,0.64925092458725,0.64925092458725,2,0,674,1,29.7847862243652,223.75,0.636836595908644,NA
"14278",14278,1,6,"2023-12-14 01:30:00",680,0.453069657087326,0.453069657087326,2,0,1059,1,29.7847862243652,223.75,0.424557179981449,NA
"14279",14279,1,7,"2023-12-14 01:30:00",680,0.686380863189697,0.686380863189697,2,0,617,1,29.7847862243652,223.75,0.68005815797613,NA
"14280",14280,1,8,"2023-12-14 01:30:00",680,0.381608814001083,0.381608814001083,2,0,1242,1,29.7847862243652,223.75,0.353148384815098,NA
"14281",14281,1,1,"2023-12-14 01:30:00",720,0.469099760055542,0.469099760055542,2,0,1021,1,29.7847862243652,223.75,0.543183148012226,0
"14282",14282,1,2,"2023-12-14 01:30:00",720,0.257736384868622,0.257736384868622,2,0,1661,1,29.7847862243652,223.75,0.272800014390139,1
"14283",14283,1,3,"2023-12-14 01:30:00",720,0.446151554584503,0.446151554584503,2,0,1081,1,29.7847862243652,223.75,0.510599327993817,0
"14284",14284,1,4,"2023-12-14 01:30:00",720,0.283675640821457,0.283675640821457,2,0,1571,1,29.7847862243652,223.75,0.302795898039578,0
"14285",14285,1,5,"2023-12-14 01:30:00",720,0.381463438272476,0.381463438272476,2,0,1242,1,29.7847862243652,223.75,0.423350617265663,0
"14286",14286,1,6,"2023-12-14 01:30:00",720,0.27339968085289,0.27339968085289,2,0,1599,1,29.7847862243652,223.75,0.290822314569367,1
"14287",14287,1,7,"2023-12-14 01:30:00",720,0.447331786155701,0.447331786155701,2,0,1072,1,29.7847862243652,223.75,0.51225332854576,0
"14288",14288,1,8,"2023-12-14 01:30:00",720,0.228579849004745,0.228579849004745,2,0,1768,1,29.7847862243652,223.75,0.239949234241197,NA
"14289",14289,1,1,"2023-12-14 01:45:00",680,0.609519004821777,0.609519004821777,2,0,737,1,30.2427940368652,224,0.591725168339067,NA
"14290",14290,1,2,"2023-12-14 01:45:00",680,0.356494873762131,0.356494873762131,2,0,1326,1,30.2427940368652,224,0.32869941659631,NA
"14291",14291,1,3,"2023-12-14 01:45:00",680,0.601483583450317,0.601483583450317,2,0,755,1,30.2427940368652,224,0.582740436763491,NA
"14292",14292,1,4,"2023-12-14 01:45:00",680,0.389653772115707,0.389653772115707,2,0,1218,1,30.2409782409668,224,0.361048764716017,NA
"14293",14293,1,5,"2023-12-14 01:45:00",680,0.652489542961121,0.652489542961121,2,0,669,1,30.2409782409668,224,0.640564955272065,NA
"14294",14294,1,6,"2023-12-14 01:45:00",680,0.446955621242523,0.446955621242523,2,0,1074,1,30.2409782409668,224,0.4183354821148,NA
"14295",14295,1,7,"2023-12-14 01:45:00",680,0.686380863189697,0.686380863189697,2,0,617,1,30.2409782409668,224,0.68005815797613,NA
"14296",14296,1,8,"2023-12-14 01:45:00",680,0.398740172386169,0.398740172386169,2,0,1194,1,30.2409782409668,224,0.370012881686741,NA
"14297",14297,1,1,"2023-12-14 01:45:00",720,0.466552585363388,0.466552585363388,2,0,1027,1,30.2427940368652,224,0.539521796428942,0
"14298",14298,1,2,"2023-12-14 01:45:00",720,0.257213473320007,0.257213473320007,2,0,1663,1,30.2427940368652,224,0.272202993719117,1
"14299",14299,1,3,"2023-12-14 01:45:00",720,0.444546043872833,0.444546043872833,2,0,1085,1,30.2409782409668,224,0.50835306379884,0
"14300",14300,1,4,"2023-12-14 01:45:00",720,0.284783571958542,0.284783571958542,2,0,1567,1,30.2409782409668,224,0.304094137551553,0
"14301",14301,1,5,"2023-12-14 01:45:00",720,0.38251456618309,0.38251456618309,2,0,1239,1,30.2409782409668,224,0.424717193671909,0
"14302",14302,1,6,"2023-12-14 01:45:00",720,0.269611448049545,0.269611448049545,2,0,1613,1,30.2409782409668,224,0.286438563641037,1
"14303",14303,1,7,"2023-12-14 01:45:00",720,0.447331786155701,0.447331786155701,2,0,1072,1,30.2409782409668,224,0.51225332854576,0
"14304",14304,1,8,"2023-12-14 01:45:00",720,0.241046115756035,0.241046115756035,2,0,1718,1,30.2409782409668,224,0.253887737336545,NA
"14305",14305,1,1,"2023-12-14 02:00:00",680,0.609519004821777,0.609519004821777,2,0,737,1,29.9538154602051,224.25,0.591725168339067,NA
"14306",14306,1,2,"2023-12-14 02:00:00",680,0.354206532239914,0.354206532239914,2,0,1333,1,29.951997756958,224.25,0.326487379350867,NA
"14307",14307,1,3,"2023-12-14 02:00:00",680,0.602637112140656,0.602637112140656,2,0,753,1,29.9501781463623,224.25,0.584027427414263,NA
"14308",14308,1,4,"2023-12-14 02:00:00",680,0.387517899274826,0.387517899274826,2,0,1224,1,29.9483604431152,224.25,0.358947973833237,NA
"14309",14309,1,5,"2023-12-14 02:00:00",680,0.651839911937714,0.651839911937714,2,0,670,1,29.9483604431152,224.25,0.639816458397703,NA
"14310",14310,1,6,"2023-12-14 02:00:00",680,0.451022088527679,0.451022088527679,2,0,1064,1,29.9483604431152,224.25,0.422471133566731,NA
"14311",14311,1,7,"2023-12-14 02:00:00",680,0.679387271404266,0.679387271404266,2,0,627,1,29.9483604431152,224.25,0.671836516526078,NA
"14312",14312,1,8,"2023-12-14 02:00:00",680,0.395114958286285,0.395114958286285,2,0,1204,1,29.9483604431152,224.25,0.366431196388832,NA
"14313",14313,1,1,"2023-12-14 02:00:00",720,0.466976076364517,0.466976076364517,2,0,1026,1,29.951997756958,224.25,0.54012974574259,0
"14314",14314,1,2,"2023-12-14 02:00:00",720,0.25564843416214,0.25564843416214,2,0,1669,1,29.9501781463623,224.25,0.270417913413969,1
"14315",14315,1,3,"2023-12-14 02:00:00",720,0.444546043872833,0.444546043872833,2,0,1085,1,29.9501781463623,224.25,0.50835306379884,0
"14316",14316,1,4,"2023-12-14 02:00:00",720,0.283399105072021,0.283399105072021,2,0,1572,1,29.9483604431152,224.25,0.302472084767237,0
"14317",14317,1,5,"2023-12-14 02:00:00",720,0.38251456618309,0.38251456618309,2,0,1239,1,29.9483604431152,224.25,0.424717193671909,0
"14318",14318,1,6,"2023-12-14 02:00:00",720,0.272313922643661,0.272313922643661,2,0,1603,1,29.9483604431152,224.25,0.289564220885516,1
"14319",14319,1,7,"2023-12-14 02:00:00",720,0.442894011735916,0.442894011735916,2,0,1083,1,29.9483604431152,224.25,0.506046187723327,0
"14320",14320,1,8,"2023-12-14 02:00:00",720,0.238272652029991,0.238272652029991,2,0,1729,1,29.9483604431152,224.25,0.250773165042208,NA
"14321",14321,1,1,"2023-12-14 02:15:00",680,0.609519004821777,0.609519004821777,2,0,737,1,29.8502159118652,224.5,0.591725168339067,NA
"14322",14322,1,2,"2023-12-14 02:15:00",680,0.354532688856125,0.354532688856125,2,0,1332,1,29.8520317077637,224.5,0.326802502960018,NA
"14323",14323,1,3,"2023-12-14 02:15:00",680,0.600333154201508,0.600333154201508,2,0,757,1,29.8538475036621,224.5,0.581457841286414,NA
"14324",14324,1,4,"2023-12-14 02:15:00",680,0.388940632343292,0.388940632343292,2,0,1220,1,29.8556632995605,224.5,0.360347071664339,NA
"14325",14325,1,5,"2023-12-14 02:15:00",680,0.649896740913391,0.649896740913391,2,0,673,1,29.857479095459,224.5,0.637579446005984,NA
"14326",14326,1,6,"2023-12-14 02:15:00",680,0.450205743312836,0.450205743312836,2,0,1066,1,29.8592948913574,224.5,0.421640128846525,NA
"14327",14327,1,7,"2023-12-14 02:15:00",680,0.680777013301849,0.680777013301849,2,0,625,1,29.8592948913574,224.5,0.673467276821309,NA
"14328",14328,1,8,"2023-12-14 02:15:00",680,0.400198757648468,0.400198757648468,2,0,1190,1,29.8611106872559,224.5,0.371455935360464,NA
"14329",14329,1,1,"2023-12-14 02:15:00",720,0.469952136278152,0.469952136278152,2,0,1019,1,29.8520317077637,224.5,0.544410898141434,0
"14330",14330,1,2,"2023-12-14 02:15:00",720,0.25747486948967,0.25747486948967,2,0,1662,1,29.8538475036621,224.5,0.272501399065377,1
"14331",14331,1,3,"2023-12-14 02:15:00",720,0.444946855306625,0.444946855306625,2,0,1084,1,29.8538475036621,224.5,0.508913435445756,0
"14332",14332,1,4,"2023-12-14 02:15:00",720,0.284506320953369,0.284506320953369,2,0,1568,1,29.8556632995605,224.5,0.303769129233668,0
"14333",14333,1,5,"2023-12-14 02:15:00",720,0.381813526153564,0.381813526153564,2,0,1241,1,29.857479095459,224.5,0.423805588867809,0
"14334",14334,1,6,"2023-12-14 02:15:00",720,0.271772116422653,0.271772116422653,2,0,1605,1,29.8592948913574,224.5,0.288936914691788,1
"14335",14335,1,7,"2023-12-14 02:15:00",720,0.441291451454163,0.441291451454163,2,0,1087,1,29.8611106872559,224.5,0.503812717331788,0
"14336",14336,1,8,"2023-12-14 02:15:00",720,0.241805613040924,0.241805613040924,2,0,1715,1,29.8611106872559,224.5,0.254742019747124,NA
"14337",14337,1,1,"2023-12-14 02:30:00",680,0.60775238275528,0.60775238275528,2,0,740,1,30.222806930542,224.75,0.589745899103385,NA
"14338",14338,1,2,"2023-12-14 02:30:00",680,0.355512678623199,0.355512678623199,2,0,1329,1,30.222806930542,224.75,0.327749656846524,NA
"14339",14339,1,3,"2023-12-14 02:30:00",680,0.597470283508301,0.597470283508301,2,0,762,1,30.2209892272949,224.75,0.578270125930771,NA
"14340",14340,1,4,"2023-12-14 02:30:00",680,0.389653772115707,0.389653772115707,2,0,1218,1,30.2209892272949,224.75,0.361048764716017,NA
"14341",14341,1,5,"2023-12-14 02:30:00",680,0.652489542961121,0.652489542961121,2,0,669,1,30.2209892272949,224.75,0.640564955272065,NA
"14342",14342,1,6,"2023-12-14 02:30:00",680,0.444533944129944,0.444533944129944,2,0,1080,1,30.2209892272949,224.75,0.415877155604704,NA
"14343",14343,1,7,"2023-12-14 02:30:00",680,0.686380863189697,0.686380863189697,2,0,617,1,30.2209892272949,224.75,0.68005815797613,NA
"14344",14344,1,8,"2023-12-14 02:30:00",680,0.412798583507538,0.412798583507538,2,0,1156,1,30.2209892272949,224.75,0.383969428994759,NA
"14345",14345,1,1,"2023-12-14 02:30:00",720,0.465706825256348,0.465706825256348,2,0,1029,1,30.222806930542,224.75,0.538308585261397,0
"14346",14346,1,2,"2023-12-14 02:30:00",720,0.257213473320007,0.257213473320007,2,0,1663,1,30.222806930542,224.75,0.272202993719117,1
"14347",14347,1,3,"2023-12-14 02:30:00",720,0.44254744052887,0.44254744052887,2,0,1090,1,30.2209892272949,224.75,0.505562814928473,0
"14348",14348,1,4,"2023-12-14 02:30:00",720,0.284506320953369,0.284506320953369,2,0,1568,1,30.2209892272949,224.75,0.303769129233668,0
"14349",14349,1,5,"2023-12-14 02:30:00",720,0.383216738700867,0.383216738700867,2,0,1237,1,30.2209892272949,224.75,0.425630991921702,0
"14350",14350,1,6,"2023-12-14 02:30:00",720,0.267997950315475,0.267997950315475,2,0,1619,1,30.2209892272949,224.75,0.284576308072632,1
"14351",14351,1,7,"2023-12-14 02:30:00",720,0.447737485170364,0.447737485170364,2,0,1071,1,30.2209892272949,224.75,0.512822421329042,0
"14352",14352,1,8,"2023-12-14 02:30:00",720,0.249990418553352,0.249990418553352,2,0,1683,1,30.2209892272949,224.75,0.263986264970404,NA
"14353",14353,1,1,"2023-12-14 02:45:00",680,0.60775238275528,0.60775238275528,2,0,740,1,29.9138278961182,225,0.589745899103385,NA
"14354",14354,1,2,"2023-12-14 02:45:00",680,0.354206532239914,0.354206532239914,2,0,1333,1,29.9138278961182,225,0.326487379350867,NA
"14355",14355,1,3,"2023-12-14 02:45:00",680,0.600333154201508,0.600333154201508,2,0,757,1,29.9138278961182,225,0.581457841286414,NA
"14356",14356,1,4,"2023-12-14 02:45:00",680,0.386453866958618,0.386453866958618,2,0,1227,1,29.9120082855225,225,0.357902311935819,NA
"14357",14357,1,5,"2023-12-14 02:45:00",680,0.64860612154007,0.64860612154007,2,0,675,1,29.9101905822754,225,0.636095222000097,NA
"14358",14358,1,6,"2023-12-14 02:45:00",680,0.449798136949539,0.449798136949539,2,0,1067,1,29.9083728790283,225,0.421225348030205,NA
"14359",14359,1,7,"2023-12-14 02:45:00",680,0.673872292041779,0.673872292041779,2,0,635,1,29.9083728790283,225,0.665379768361873,NA
"14360",14360,1,8,"2023-12-14 02:45:00",680,0.407566070556641,0.407566070556641,2,0,1170,1,29.9065532684326,225,0.378762305133779,NA
"14361",14361,1,1,"2023-12-14 02:45:00",720,0.465706825256348,0.465706825256348,2,0,1029,1,29.9138278961182,225,0.538308585261397,0
"14362",14362,1,2,"2023-12-14 02:45:00",720,0.256169468164444,0.256169468164444,2,0,1667,1,29.9138278961182,225,0.271011910745196,1
"14363",14363,1,3,"2023-12-14 02:45:00",720,0.44414559006691,0.44414559006691,2,0,1086,1,29.9120082855225,225,0.507793459038173,0
"14364",14364,1,4,"2023-12-14 02:45:00",720,0.282570540904999,0.282570540904999,2,0,1575,1,29.9101905822754,225,0.301502398137422,0
"14365",14365,1,5,"2023-12-14 02:45:00",720,0.381113648414612,0.381113648414612,2,0,1243,1,29.9083728790283,225,0.422896211665793,0
"14366",14366,1,6,"2023-12-14 02:45:00",720,0.271501451730728,0.271501451730728,2,0,1606,1,29.9083728790283,225,0.288623661478127,1
"14367",14367,1,7,"2023-12-14 02:45:00",720,0.437707126140594,0.437707126140594,2,0,1096,1,29.9083728790283,225,0.498832624249238,0
"14368",14368,1,8,"2023-12-14 02:45:00",720,0.245623022317886,0.245623022317886,2,0,1700,1,29.9065532684326,225,0.259044862585641,NA
"14369",14369,1,1,"2023-12-14 03:00:00",680,0.605992913246155,0.605992913246155,2,0,743,1,29.9483604431152,225.25,0.587776852857356,NA
"14370",14370,1,2,"2023-12-14 03:00:00",680,0.354206532239914,0.354206532239914,2,0,1333,1,29.9483604431152,225.25,0.326487379350867,NA
"14371",14371,1,3,"2023-12-14 03:00:00",680,0.598041355609894,0.598041355609894,2,0,761,1,29.9501781463623,225.25,0.578905535335748,NA
"14372",14372,1,4,"2023-12-14 03:00:00",680,0.387517899274826,0.387517899274826,2,0,1224,1,29.951997756958,225.25,0.358947973833237,NA
"14373",14373,1,5,"2023-12-14 03:00:00",680,0.647962212562561,0.647962212562561,2,0,676,1,29.9538154602051,225.25,0.635355185616532,NA
